"file","line","object","field","access","context"
"qa_sample_customers_v4.R",,"r","year_first_payment","$","mk(xf, r$year_first_payment, ""1. Sparzahlung"", 198, yax)"
"qa_sample_customers_v4.R",,"r","year_allocation","$","mk(xa, r$year_allocation, ""Zuteilung"", 172, yax)"
"qa_sample_customers_v4.R",,"r","year_loan_start","$","lab(r$year_loan_start)"
"qa_sample_customers_v4.R",,"r","year_loan_start","$","r$year_loan_start != ""-"""
"qa_sample_customers_v4.R",,"r","year_loan_start","$","mk(xl, r$year_loan_start, ""Beginn Bauspardarlehen"", 198, yax)"
"qa_sample_customers_v4.R",,"r","id","$","paste0(""Kunde "", r$id, if (!is.na(r$contract_type) && nzchar(r$contract_type)) paste0(""   Tarif "", r$contract_type) else """")"
"qa_sample_customers_v4.R",,"r","contract_type","$","is.na(r$contract_type)"
"qa_sample_customers_v4.R",,"r","contract_type","$","nzchar(r$contract_type)"
"qa_sample_customers_v4.R",,"r","contract_type","$","paste0(""   Tarif "", r$contract_type)"
"qa_sample_customers_v4.R",,"COL","txt","$","text(x0 - 10, 26, hdr, cex = 1, col = COL$txt, font = 2, adj = 0)"
"qa_sample_customers_v4.R",,"COL","warn","$","rect((W - 440)/2, 468, (W - 440)/2 + 440, 492, border = COL$warn, col = al(COL$warn, 0.08), lwd = 1.5)"
"qa_sample_customers_v4.R",,"COL","warn","$","al(COL$warn, 0.08)"
"qa_sample_customers_v4.R",,"COL","warn","$","text(W/2, 484, ""! Sonderfall: Bausparsumme > 2x DaBetrag"", cex = 0.72, col = COL$warn, font = 2)"
"qa_sample_customers_v4.R",,"COL","warn","$","rect((W - 380)/2, 18, (W - 380)/2 + 380, 64, border = COL$warn, col = al(COL$warn, 0.08), lwd = 1.6)"
"qa_sample_customers_v4.R",,"COL","warn","$","text(W/2, 36, paste0(""Guthaben ~ "", round(sr * 100), ""% des Darlehensbetrags""), cex = 0.78, col = COL$warn, font = 2)"
"qa_sample_customers_v4.R",,"COL","warn","$","text(W/2, 54, ""Bauspardarlehen kaum sinnvoll"", cex = 0.7, col = COL$warn)"
"qa_sample_customers_v4.R",,"r","balance","$","fmt(r$balance)"
"qa_sample_customers_v4.R",,"r","loan_notional","$","fmt(r$loan_notional)"
"qa_sample_customers_v4.R",,"r","bauspar_sum","$","fmt(r$bauspar_sum)"
"qa_sample_customers_v4.R",,"r","savings_ratio","$","pct(r$savings_ratio)"
"qa_sample_customers_v4.R",,"r","bauspar_loan","$","fmt(r$bauspar_loan)"
"qa_sample_customers_v4.R",,"r","year_contract","$","lab(r$year_contract)"
"qa_sample_customers_v4.R",,"r","year_first_payment","$","lab(r$year_first_payment)"
"qa_sample_customers_v4.R",,"r","year_allocation","$","lab(r$year_allocation)"
"qa_sample_customers_v4.R",,"r","is_bridge_loan","$","isTRUE(r$is_bridge_loan)"
"qa_sample_customers_v4.R",,"r","allocation_estimated","$","isTRUE(r$allocation_estimated)"
"qa_sample_customers_v4.R",,"r","goal_source","$","paste0(""Vertrag "", lab(r$year_contract), "" | 1.Zahlung "", lab(r$year_first_payment), "" | Zuteilung "", lab(r$year_allocation), "" | Darlehen "", lab(r$year_loan_start), ""  ||  warn:"", as.integer(isTRUE(r$warn_loan_pointless)), "" special:"", as.integer(special), "" bridge:"", as.integer(isTRUE(r$is_bridge_loan)), "" est:"", as.integer(isTRUE(r$allocation_estimated)), ""  |  src:"", r$goal_source, "" gf:"", formatC(gf, format = ""f"", digits = 2))"
"qa_sample_customers_v4.R",,"COL","txt","$","text(x0 - 10, 516, l1, cex = 0.62, col = COL$txt, adj = 0)"
"qa_sample_customers_v4.R",,"COL","ax","$","text(x0 - 10, 536, l2, cex = 0.62, col = COL$ax, adj = 0)"
"qa_sample_customers_v4.R",,"r","contract_type","$","if (is.na(r$contract_type)) ""NA"" else r$contract_type"
"qa_sample_customers_v4.R",,"COL","txt","$","as.pairlist(alist(t = , cex = 0.9, col = COL$txt, font = 1))"
"qa_sample_customers_v4.R",,"COL","txt","$","line(sprintf(""QA - %d zufaellige Vertraege  (Seed %d, Stichtag %s)"", length(recs), SEED, format(VALDATE)), 1.3, COL$txt, 2)"
"qa_sample_customers_v4.R",,"COL","txt","$","line(""Phasen:"", 1, COL$txt, 2)"
"qa_sample_customers_v4.R",,"COL","txt","$","line(""Flags:"", 1, COL$txt, 2)"
"qa_sample_customers_v4.R",,"COL","txt","$","line(""goal_source:"", 1, COL$txt, 2)"
"qa_sample_customers_v4.R",,"COL","txt","$","line(""contract_type:"", 1, COL$txt, 2)"
